rec_tourist_spots_geometry,rec_tourist_spots_tag,rec_tourist_spots_address,rec_tourist_spots_street,rec_tourist_spots_city
"POLYGON ((-6.2757493 53.3397252, -6.2756759 53.3397184, -6.2756318 53.3398957, -6.2756645 53.3399006, -6.2757559 53.339885, -6.2757461 53.3397963, -6.2757493 53.3397252))",restaurant,Spitalfields,The Coombe,
"POLYGON ((-6.2687074 53.2918817, -6.2687336 53.2919057, -6.2687474 53.2919315, -6.2687461 53.2919597, -6.2687387 53.2919898, -6.2687053 53.2920118, -6.2686618 53.2920262, -6.2686158 53.2920313, -6.26859 53.2920293, -6.268584 53.2920574, -6.2684529 53.2920473, -6.2684694 53.2919706, -6.2684607 53.2919449, -6.268466 53.2919171, -6.2684846 53.2918922, -6.2685147 53.2918718, -6.2685538 53.2918576, -6.2685981 53.2918511, -6.2686376 53.2918586, -6.2686777 53.291864, -6.2687074 53.2918817))",cafe,Costa,Nutgrove Avenue,
"POLYGON ((-6.3289825 53.3377842, -6.3287254 53.3378292, -6.3286839 53.3377585, -6.3288491 53.3377363, -6.3289277 53.3377497, -6.3289825 53.3377842))",pub,Slatt's Bar,,
"POLYGON ((-6.2953249 53.2838609, -6.2951407 53.2840385, -6.2951764 53.2840518, -6.2951039 53.2841217, -6.2953118 53.2841987, -6.2953687 53.2841439, -6.2953963 53.2841541, -6.2955182 53.2840363, -6.2955493 53.2840398, -6.2955649 53.2839896, -6.2954903 53.2839813, -6.295507 53.2839278, -6.2954508 53.2839215, -6.2954357 53.28397, -6.2953551 53.283961, -6.2953816 53.2839354, -6.2953545 53.2839254, -6.2953946 53.2838867, -6.2953249 53.2838609))",pub,,,
"POLYGON ((-6.3922655 53.3213392, -6.3920849 53.3213316, -6.3920692 53.3214654, -6.3922499 53.3214729, -6.3922655 53.3213392))",restaurant,Mao at home,,
"POLYGON ((-6.3925408 53.3212769, -6.3924755 53.3212869, -6.3925073 53.3213625, -6.392522 53.3213948, -6.3925877 53.3213845, -6.3925408 53.3212769))",restaurant,Chilli Tandori,,
"POLYGON ((-6.3926338 53.3212624, -6.3925408 53.3212769, -6.3925877 53.3213845, -6.3926808 53.32137, -6.3926338 53.3212624))",cafe,East Village Coffee,,
"POLYGON ((-6.308977 53.2600912, -6.3089269 53.2600207, -6.3088491 53.2600404, -6.3088992 53.260111, -6.308977 53.2600912))",cafe,Barking Barista,,
"POLYGON ((-6.3593521 53.2987301, -6.3593155 53.2986366, -6.3595025 53.2986087, -6.3595208 53.2986402, -6.3594354 53.2987229, -6.3593521 53.2987301))",cafe,Cafe Sol,,
"POLYGON ((-6.4060985 53.3482979, -6.4060537 53.3484163, -6.4064249 53.3484664, -6.4064344 53.3484415, -6.4067093 53.3484786, -6.4067447 53.3483851, -6.4060985 53.3482979))",cafe,Costa,,
"POLYGON ((-6.3708506 53.2938735, -6.3708616 53.2939186, -6.3704798 53.2939553, -6.3704657 53.2939061, -6.3708506 53.2938735))",cafe,Starbucks,,
"POLYGON ((-6.4190367 53.3011436, -6.4188765 53.3011442, -6.4188752 53.301004, -6.4186897 53.3010046, -6.4187546 53.3010409, -6.4185738 53.3011566, -6.4184391 53.3010814, -6.418629 53.30096, -6.4190351 53.3009587, -6.4190367 53.3011436))",restaurant,Mcgettigan's Cookhouse & Bar,Old Naas Road,
"POLYGON ((-6.2935299 53.3482391, -6.293529 53.3482454, -6.2933898 53.3482413, -6.2933913 53.3482224, -6.2933958 53.3481681, -6.293535 53.3481721, -6.2935299 53.3482391))",pub,W. Ryan,Parkgate Street,Dublin
"POLYGON ((-6.2941999 53.348272, -6.2940903 53.3482693, -6.2940896 53.3482782, -6.2939363 53.3482743, -6.2939321 53.3483329, -6.2938499 53.3483308, -6.2938564 53.3482459, -6.293861 53.3481833, -6.2942056 53.3481918, -6.2942052 53.3481978, -6.2941999 53.348272))",pub,Nancy Hands,Parkgate Street,Dublin
"POLYGON ((-6.276996 53.3430163, -6.2770707 53.3431323, -6.2770585 53.3431351, -6.2770639 53.3431435, -6.2770054 53.3431569, -6.2769899 53.3431328, -6.276951 53.3431417, -6.2769636 53.3431613, -6.2769155 53.3431723, -6.276895 53.3431405, -6.2768384 53.3430524, -6.276996 53.3430163))",pub,The Thomas House,Thomas Street,Dublin
"POLYGON ((-6.3544717 53.2883032, -6.3548553 53.2882391, -6.3547882 53.2881044, -6.35441 53.2881718, -6.3544717 53.2883032))",cafe,Costa,,
"POLYGON ((-6.2647613 53.3191222, -6.2646736 53.3191379, -6.2646235 53.3191468, -6.2645512 53.3190025, -6.264689 53.3189779, -6.2647613 53.3191222))",pub,Murphy’s Lounge,Rathmines Road Upper,Dublin
"POLYGON ((-6.2658602 53.3360841, -6.2658709 53.3361304, -6.2654622 53.3361657, -6.2654513 53.3361188, -6.2658602 53.3360841))",bar,Jimmy Rabbitte’s,Camden Street Lower,Dublin
"POLYGON ((-6.5933107 53.2477489, -6.5929741 53.2476268, -6.5929321 53.2476683, -6.5927257 53.2475934, -6.5926742 53.2476442, -6.5926027 53.2476182, -6.5925317 53.2476883, -6.5926032 53.2477142, -6.5925703 53.2477467, -6.592715 53.2478032, -6.5928975 53.2478654, -6.593017 53.2478786, -6.5930358 53.2478604, -6.5931161 53.2478895, -6.5931542 53.2479033, -6.5931831 53.2478749, -6.5932894 53.2477699, -6.5933107 53.2477489))",pub,,Main Street,Kill
"POLYGON ((-6.3001564 53.3147152, -6.3001961 53.3146018, -6.2999469 53.3145715, -6.2999181 53.3146539, -6.3000404 53.3146705, -6.3000303 53.3146994, -6.3001564 53.3147152))",pub,The Four Provinces,Ravensdale Park,Dublin
"POLYGON ((-6.3265116 53.3240882, -6.3264322 53.3240992, -6.3264015 53.3240194, -6.3264809 53.3240085, -6.3265603 53.3239976, -6.326591 53.3240773, -6.3265116 53.3240882))",pub,Black Forge Inn,Drimnagh Road,
"POLYGON ((-6.3253907 53.3242282, -6.3256038 53.3242017, -6.3255579 53.3240702, -6.3254158 53.3240879, -6.3254346 53.324142, -6.3253637 53.3241509, -6.3253907 53.3242282))",pub,Eleanora's,Drimnagh Road,
"POLYGON ((-6.2744434 53.3120863, -6.2745475 53.3120477, -6.2746226 53.3121202, -6.2745186 53.3121587, -6.2744434 53.3120863))",pub,The 108,Rathgar Road,Dublin
"POLYGON ((-6.3289049 53.3241453, -6.3289116 53.3242318, -6.3290577 53.3242242, -6.3290557 53.3242446, -6.3290832 53.3242446, -6.3290832 53.3242623, -6.3291798 53.3242571, -6.3291818 53.3242687, -6.3292361 53.3242683, -6.3292529 53.3242398, -6.3292623 53.3242026, -6.3292663 53.3241283, -6.3289049 53.3241453))",pub,The Longmile Inn,,
"POLYGON ((-6.3976978 53.344555, -6.3975618 53.3445545, -6.3975618 53.3448127, -6.3980383 53.3448132, -6.3981295 53.3447714, -6.398165 53.344555, -6.3976978 53.344555))",pub,Finches,Neilstown Road,Clondalkin
"POLYGON ((-6.3145733 53.3402912, -6.3146714 53.3402848, -6.3146581 53.3402119, -6.31456 53.3402183, -6.3145733 53.3402912))",pub,Tom Tavey,Emmet Road,Dublin
"POLYGON ((-6.2823265 53.3470068, -6.2823463 53.3469454, -6.2822185 53.3469307, -6.2821986 53.3469921, -6.2823265 53.3470068))",cafe,Insomnia,Blackhall Place,
"POLYGON ((-6.2786242 53.3415714, -6.2785972 53.3415194, -6.2784404 53.3415484, -6.27825 53.3415836, -6.278277 53.3416356, -6.2786242 53.3415714))",pub,Lucky’s,Meath Street,Dublin
"POLYGON ((-6.3914803 53.3493297, -6.3917055 53.3491943, -6.3916153 53.3491409, -6.3915742 53.3491165, -6.3914617 53.3491842, -6.3913491 53.3492519, -6.3914803 53.3493297))",cafe,Costa,,
"POLYGON ((-6.2651545 53.3244607, -6.2650192 53.324455, -6.2648558 53.3244481, -6.264645 53.3244392, -6.2646518 53.3243814, -6.2648631 53.3243902, -6.2650265 53.3243971, -6.2651614 53.3244028, -6.2651545 53.3244607))",arts_centre,The MART Gallery,Rathmines Road Lower,Dublin
"POLYGON ((-6.2779516 53.3499409, -6.277854 53.3499429, -6.2778472 53.3498214, -6.2779448 53.3498195, -6.2779485 53.349886, -6.2779516 53.3499409))",pub,The Cobblestone,North King Street,Dublin
"POLYGON ((-6.3538377 53.2757479, -6.3539317 53.2756509, -6.3541249 53.275713, -6.3540287 53.2758023, -6.3538377 53.2757479))",cafe,Costa,,
"POLYGON ((-6.3395659 53.287513, -6.3393852 53.2875083, -6.3393988 53.2873602, -6.3395298 53.2874405, -6.3395698 53.2874594, -6.3395659 53.287513))",cafe,The Edge,Avonbeg Road,
"POLYGON ((-6.2593686 53.3461002, -6.2593732 53.3460422, -6.2595388 53.3460434, -6.2596735 53.3459622, -6.2596645 53.3458543, -6.2597504 53.3458467, -6.259758 53.3459093, -6.2597634 53.3459582, -6.2597374 53.3459594, -6.2596388 53.3461096, -6.2595355 53.3461018, -6.2593686 53.3461002))",restaurant,TGI Fridays,Westmoreland Street,Dublin
"POLYGON ((-6.3793071 53.276837, -6.3793706 53.2766119, -6.379798 53.2766549, -6.3797413 53.2768559, -6.3795696 53.2768385, -6.3795628 53.2768628, -6.3793071 53.276837))",pub,Killinarden House,Killinarden Heights,
"POLYGON ((-6.540126 53.3383212, -6.540143 53.3383065, -6.5403181 53.3383783, -6.5403358 53.3383629, -6.5403692 53.3383766, -6.5404012 53.3383487, -6.5404218 53.3383571, -6.5404752 53.3383521, -6.540491 53.3383453, -6.5405175 53.3383245, -6.5405416 53.3383056, -6.540527 53.338295, -6.5405585 53.3382676, -6.5403802 53.3381946, -6.5402097 53.3381245, -6.5400288 53.3382814, -6.540126 53.3383212))",bar,The Duck,,
"POLYGON ((-6.5403138 53.3380343, -6.5403614 53.3379948, -6.540521 53.3380619, -6.5404757 53.338101, -6.5403138 53.3380343))",restaurant,Smoothies 'N Go,,
"POLYGON ((-6.2616859 53.3440339, -6.2617027 53.3441617, -6.2615705 53.3441649, -6.2615597 53.3441537, -6.2615422 53.3441625, -6.2615206 53.3441649, -6.261499 53.3441617, -6.2614828 53.3441534, -6.2614802 53.3441521, -6.2614761 53.3441408, -6.2614802 53.3441327, -6.2614721 53.3441247, -6.2614734 53.344115, -6.261468 53.3441021, -6.2614626 53.3440917, -6.2614451 53.3440828, -6.2614168 53.3440216, -6.261669 53.3439701, -6.2616859 53.3440339))",bar,The Bank on College Green,College Green,Dublin
POINT (-6.3918252 53.3909593),theatre,Draíocht,,
POINT (-6.2639303 53.4318527),pub,Boot Inn,,
POINT (-6.3706215 53.356444),pub,Palmerstown House,Old Lucan Road,Palmerstown
POINT (-6.4028674 53.3541515),pub,The Ark,,
POINT (-6.4188935 53.3586043),pub,The Foxhunter,,
POINT (-6.4502352 53.3562645),pub,Courtney’s,Leixlip Road,Lucan
POINT (-6.260424 53.3510617),restaurant,La Pizza,O'Connell Street Upper,Dublin
POINT (-6.3975403 53.5115092),pub,Sean Kelly,Frederick Street,Ashbourne
POINT (-6.3976467 53.5115673),pub,The Fox's Den,,
POINT (-6.398771 53.5124887),pub,The Hunter's Moon,,
POINT (-6.3992452 53.5130727),restaurant,Dragon Palace,,
POINT (-6.4584176 53.5071092),restaurant,La Bucca,,Ratoath
POINT (-6.5930852 53.3812698),restaurant,Stone Haven,,
POINT (-6.590202 53.3816191),bar,McMahon’s,Main Street,Maynooth
POINT (-6.588441 53.3799709),restaurant,Shoda Market Cafe,,Maynooth
POINT (-6.5878947 53.3800625),cafe,Asia de Brún,,
POINT (-6.592966 53.3811645),restaurant,Royal City Restaurant,,
POINT (-6.5931134 53.3813571),cafe,The Amber Tree,,
POINT (-6.592672 53.3813912),cafe,Nutmeg,,
POINT (-6.5876583 53.373874),restaurant,Kin Khao,,
POINT (-6.3745776 53.3855392),restaurant,Thai Garden,Church Avenue,Blanchardstown
POINT (-6.3497262 53.406529),cafe,Cafe Haven,,
POINT (-6.597502 53.3791137),restaurant,Pugin Hall,,
POINT (-6.5021948 53.362038),cafe,Insomnia,,
POINT (-6.5173855 53.3649849),cafe,Insomnia,Gleneaston,Leixlip
POINT (-6.5933341 53.3815635),cafe,Coffee Mill,,
POINT (-6.3326262 53.3757818),cafe,Douglas & Kaldi,Ashtown Road,
POINT (-6.4141808 53.5212928),cinema,Vue,Ashbourne Retail Park,Ashbourne
POINT (-6.4763613 53.4194358),pub,O'Dwyer's,,
POINT (-6.4764631 53.4191934),pub,Slevin's,,
POINT (-6.594925 53.3815562),cafe,Sásta (coffee/sandwiches),,
POINT (-6.5819896 53.380584),cafe,Tesco,,
POINT (-6.2605934 53.3514331),pub,Madigan’s,O'Connell Street Upper,Dublin
POINT (-6.4390977 53.3953565),cafe,Rendevous,Main Street,
POINT (-6.2596397 53.3611561),pub,Juno,Dorset Street Lower,
POINT (-6.4483421 53.3561303),restaurant,Kasturi,,
POINT (-6.4604099 53.3553926),restaurant,Annadale Cottage - Chinese Restaurant,Leixlip Road,
POINT (-6.4482391 53.3560074),restaurant,Chang's Asian Cuisine,,
POINT (-6.4488485 53.3563813),cafe,Ryan's Village Café,Village Centre,Lucan
POINT (-6.4546703 53.3554596),pub,Ball Alley House,Leixlip Road,
POINT (-6.4777387 53.4169718),pub,Sadlier Bar,,
POINT (-6.4409659 53.4106724),pub,The Village Inn,,
POINT (-6.5889643 53.3661767),cafe,,,
POINT (-6.2725355 53.3610075),pub,The Hut,Phibsborough Road,Dublin
POINT (-6.3496348 53.4589201),restaurant,Coolquay Lodge,,
POINT (-6.3678409 53.3839785),restaurant,Poppadom,,
POINT (-6.5943118 53.3815935),restaurant,Sásta By The River,,
POINT (-6.3829428 53.4202021),pub,Vacant Lot,,
POINT (-6.3822347 53.4202277),restaurant,Chef Garden,,
POINT (-6.5924789 53.3813793),restaurant,Orient,,
POINT (-6.5877438 53.3801579),bar,Arkle Bar,Straffan Road,Maynooth
POINT (-6.2866899 53.3542365),pub,Hyne’s,Prussia Street,Dublin
POINT (-6.2977657 53.3898897),pub,,,
POINT (-6.2724851 53.3612289),cafe,Woodstock,,
POINT (-6.4903025 53.3636649),bar,New Oak Wine Bar,Main Street,Leixlip
POINT (-6.4901364 53.3635927),restaurant,Amber Regent,,
POINT (-6.4883615 53.3643041),restaurant,Alvito's,,
POINT (-6.4912461 53.3634249),restaurant,Da Vinci's,,
POINT (-6.3791123 53.4053456),cafe,Sodexo,,
POINT (-6.3789085 53.4055119),cafe,Snack Bar,,
POINT (-6.490503 53.3639758),cafe,Quantum Coffeshop,,
POINT (-6.4887802 53.3640345),pub,The Front Bar,Main Street,Leixlip
POINT (-6.4887345 53.3636408),restaurant,River Bank Restaurant,Main Street,Leixlip
POINT (-6.2634715 53.3547067),restaurant,The candy cafe,,
POINT (-6.2633561 53.3518257),restaurant,Kingfisher Restaurant,,
POINT (-6.267801 53.356563),cafe,MiniBurger,Mountjoy Street,Dublin
POINT (-6.3974174 53.4027495),pub,Paidi Ogs,,
POINT (-6.4885038 53.3649194),cafe,Coffee & More,,
POINT (-6.4870624 53.3643044),restaurant,Diep,,
POINT (-6.5362401 53.4687639),pub,Caffrey's,,
POINT (-6.3921495 53.3913818),restaurant,Dante's Pizzeria,,
POINT (-6.3925614 53.3917416),restaurant,TGI Fridays,,
POINT (-6.3922654 53.3914629),cafe,Starbucks,,
POINT (-6.3908355 53.3533081),cafe,BBs,,
POINT (-6.389006 53.3538505),cafe,M&S Café,,
POINT (-6.3891548 53.3542352),cafe,Cafe Revive,,
POINT (-6.3911723 53.3531999),cafe,,,
POINT (-6.2704587 53.371716),cafe,Botanic Garden Cafe,,
POINT (-6.2739058 53.3566248),pub,McGowan’s,Phibsborough Road,Dublin
POINT (-6.2734242 53.3588257),pub,Phibsborough House,Phibsborough Road,Dublin
POINT (-6.2590685 53.3522955),restaurant,The Admiral,Marlborough Street,Dublin
POINT (-6.3672381 53.3821395),pub,The Twelfth Lock,,
POINT (-6.2970106 53.4019068),restaurant,Royal Plaza,Meakstown Commercial Centre,Dublin
POINT (-6.4597169 53.5069621),pub,Ryan's,,Ratoath
POINT (-6.4604053 53.5076114),restaurant,Thai Yummy,,
POINT (-6.3940592 53.4051803),cafe,Roundabout Cafe,,
POINT (-6.3914068 53.3924399),cinema,Odeon Blanchardstown,Blanchardstown Centre,Blanchardstown
POINT (-6.5944556 53.3818459),cafe,Costa,,
POINT (-6.367632 53.4064325),restaurant,Ipsen Employee Canteen,,
POINT (-6.3910222 53.3949263),restaurant,Wagamama,Blanchardstown Retail Park,
POINT (-6.390691 53.3951202),restaurant,Captain Americas,,
POINT (-6.2589686 53.3865964),restaurant,,,
POINT (-6.5019309 53.4766781),bar,The Vortex,,
POINT (-6.4407325 53.3958235),restaurant,Papa Razzi,Main Street,
POINT (-6.6017939 53.3838958),cafe,The Little Coffee Co. Maynooth,,
POINT (-6.397764 53.5101936),restaurant,Fifty50,Broadmeadow Castle,Ashbourne
POINT (-6.3994436 53.5107179),restaurant,Eatzen,,
POINT (-6.5930115 53.3810929),restaurant,Besburritos,Main Street,Maynooth
POINT (-6.390018 53.3956127),restaurant,Forchetta,Blanchardstown Centre,Dublin
POINT (-6.3898787 53.3955297),bar,Sanctuary,Blanchardstown Centre,Dublin
POINT (-6.3912455 53.3947224),cafe,Starbucks,,
POINT (-6.4420942 53.410787),pub,The Grasshoper Inn,,
POINT (-6.3309085 53.365924),cafe,Phoenix cafe,,
POINT (-6.4633746 53.5071091),restaurant,Roberto's,Main Street,Ratoath
POINT (-6.4768715 53.4202108),restaurant,Da Penza,,
POINT (-6.2610978 53.3525164),pub,Murray’s,O'Connell Street Upper,Dublin
POINT (-6.2638778 53.3572202),restaurant,Bleecker Street Cafe Bar,Dorset Street Upper,
POINT (-6.2637676 53.3573745),pub,The Temple,Dorset Street Upper,Dublin
POINT (-6.4750779 53.4190917),pub,Bradys,,
POINT (-6.4759508 53.419618),pub,Mulvany's Fingal House,,
POINT (-6.4753095 53.4191462),restaurant,Taj Tandoori,,
POINT (-6.4264315 53.4045401),restaurant,Tsang's,,
POINT (-6.2689642 53.3738004),pub,Tolka House,Glasnevin Hill,Dublin
POINT (-6.6041195 53.3842419),restaurant,The Kitchen,,
POINT (-6.6039394 53.3842786),restaurant,The Living Room,,
POINT (-6.4878813 53.3643903),cafe,SoCoffee,,
POINT (-6.3320075 53.3758171),restaurant,Canal Bar,Ashtown Village,
POINT (-6.3321041 53.375909),restaurant,Geisha,,
POINT (-6.5023271 53.4769251),restaurant,County Club,,
POINT (-6.379219 53.3580516),restaurant,The Old Beehive,,Palmerstown
POINT (-6.2767253 53.382084),pub,Quarry House,Ballygall Road East,Dublin
POINT (-6.2712214 53.3897043),pub,Autobahn Roadhouse,Glasnevin Avenue,
POINT (-6.4867868 53.3710998),restaurant,Bumbai Creative,,
POINT (-6.4605629 53.5077115),pub,The Auld Stand,,
POINT (-6.5921649 53.3810749),restaurant,Food Guru,,
POINT (-6.2656088 53.3853244),pub,The Slipper,Ballymun Road,Dublin
POINT (-6.2594601 53.4036069),cafe,Costa,,
POINT (-6.2607011 53.4038031),cafe,Insomnia,,
POINT (-6.2589215 53.3850696),pub,Nubar,,
POINT (-6.2581389 53.3845951),cafe,Food Box,,
POINT (-6.5398217 53.5098531),cafe,Fidelma's,Main Street,Dunshaughlin
POINT (-6.5400569 53.5096561),restaurant,Golden Phoenix,,
POINT (-6.5396527 53.5116854),pub,Lawless's,Main Street,Dunshaughlin
POINT (-6.5401519 53.5108902),cafe,Mortons,The Gables,Dunshaughlin
POINT (-6.6036112 53.383277),cafe,Chill,,
POINT (-6.6037483 53.3829413),pub,Maynooth Students’ Union Bar,,Maynooth
POINT (-6.38599 53.3909402),cafe,Costa,,
POINT (-6.3840253 53.5664719),pub,Gormleys,,
POINT (-6.3832082 53.5673859),pub,The Garristown Inn,,
POINT (-6.489584 53.3556726),restaurant,Blue Max Restaurant,,
POINT (-6.3111759 53.395102),pub,An Cappagh Nua,Barry Road,
POINT (-6.4470482 53.3588292),cafe,The Tea Rooms,,
POINT (-6.4497283 53.3576486),restaurant,La Banca,Main Street,Lucan
POINT (-6.2897667 53.3662372),pub,Matt's of Cabra (Closed),Fassaugh Avenue,Dublin
POINT (-6.2604108 53.3552202),pub,Stoney's,,
POINT (-6.5905447 53.3809094),cafe,Brewhouse Coffee,,
POINT (-6.2696809 53.3754361),restaurant,The Washerwoman,Glasnevin Hill,Dublin
POINT (-6.3908434 53.394151),restaurant,Dunnes,,
POINT (-6.2720844 53.354343),pub,Cumiskey’s,Dominick Street Upper,Dublin
POINT (-6.2678848 53.3561417),pub,The Berkeley,,
POINT (-6.5990202 53.3812695),cafe,Starbucks,,
POINT (-6.3795319 53.4892909),restaurant,Donkey Shed,,
POINT (-6.3372094 53.4418327),restaurant,,,
POINT (-6.5980332 53.3886173),pub,GAA Clubhouse,,
POINT (-6.269085 53.352258),pub,The King’s Inn,Bolton Street,Dublin
POINT (-6.2659317 53.355503),pub,Glynn’s,Dorset Street Upper,Dublin
POINT (-6.2658025 53.3556298),pub,Delahunty's,Dorset Street Lower,Dublin
POINT (-6.2645861 53.3569746),pub,The Findlater,Dorset Street Upper,Dublin
POINT (-6.4393865 53.3957478),cafe,Pavlov's Bakery,Main Street,Ongar
POINT (-6.4101456 53.3829116),restaurant,Host Chinese,,
POINT (-6.3825774 53.4199001),restaurant,Tyrrelstown Asian Restaurant and Takeaway,Tyrrelstown Plaza,Tyrrelstown
POINT (-6.389559 53.3723459),cafe,Insomnia,,
POINT (-6.3613883 53.3727572),restaurant,Okra Green,,
POINT (-6.2595379 53.3506474),restaurant,M & L Chinese Restaurant,Cathedral Street,Dublin
POINT (-6.2641644 53.3574023),bar,Eccles Townhouse,Dorset Street Upper,Dublin
POINT (-6.2645931 53.3556416),cafe,Lovinspoon,North Frederick Street,Dublin
POINT (-6.5983209 53.3729459),restaurant,Newtown Chinese Restaurant,,
POINT (-6.5982744 53.3729474),restaurant,,,
POINT (-6.2614694 53.3513969),restaurant,Fortune Terrace Buffet,O'Connell Street Upper,Dublin
POINT (-6.3739405 53.3856095),restaurant,Browne's Steakhouse,,
POINT (-6.2682419 53.3726649),cafe,McMahons of Botanic Avenue,Botanic Avenue,
POINT (-6.3308775 53.3657674),cafe,Coffee Shack,Phoenix Park,Dublin
POINT (-6.2609111 53.352968),restaurant,Pho Viet,Parnell Street,Dublin
POINT (-6.2972863 53.3872512),restaurant,,,
POINT (-6.3908087 53.3917217),restaurant,Nando's,,
POINT (-6.3908118 53.3916547),restaurant,Milano,Blanchardstown Centre,
POINT (-6.2874673 53.3559273),restaurant,Chess,Prussia Street,
POINT (-6.2827498 53.3514062),restaurant,Canton city,,
POINT (-6.2821058 53.3508721),restaurant,Shangri-la,Stoneybatter,
POINT (-6.2766836 53.3695753),cafe,,,
POINT (-6.3309726 53.3658023),restaurant,Phoenix Cafe,Phoenix Park,Dublin
POINT (-6.2715823 53.365252),cafe,Yeeros,Prospect Road,Dublin
POINT (-6.3761909 53.3861133),restaurant,Cottage Cafe,Main Street,Blanchardstown
POINT (-6.3312219 53.3725226),restaurant,Halfway House,,
POINT (-6.2662129 53.3538664),cafe,High⁬ Speed internet Access - Internet Café,Granby Row,Dublin
POINT (-6.2594508 53.3532944),restaurant,Kanoodle,Marlborough Street,Dublin
POINT (-6.2614053 53.3529434),cafe,Lily's Café,Cavendish Row,
POINT (-6.2656541 53.3856176),cafe,Insomnia,Saint Pappin's Road,
POINT (-6.2655114 53.3562691),cafe,La Pausa Caffè,Blessington Street,
POINT (-6.2629135 53.395821),theatre,Axis,Ballymun Road,
POINT (-6.2629196 53.3542745),nightclub,The Avenue,Parnell Square East,Dublin
POINT (-6.4197547 53.3926692),pub,Hartstown House,,
